DateTime,AddedIPs,RemovedIPs
1500047029,39,97
1500047781,20,1
1500048628,14,50
1500049696,32,1
1500050522,0,9065
1500051383,9036,0
1500052191,39,51
1500054136,53,85
1500054976,28,0
1500055828,28,36
1500057742,53,102
1500058584,24,1
1500059426,23,65
1500061345,47,87
1500063323,59,64
1500064227,27,79
1500065118,28,25
1500066093,30,67
1500066920,25,1
1500067820,30,51
1500068720,18,20
1500071264,88,60
1500072328,35,90
1500073831,40,56
1500075626,57,120
1500076576,26,0
1500077429,30,66
1500079518,76,103
1500080339,29,41
1500081323,23,4
1500082096,26,0
1500083576,55,116
1500084630,40,63
1500085822,34,82
1500086721,34,24
1500087994,32,69
1500088823,20,0
1500089765,19,61
1500091832,67,87
1500092893,39,0
1500093922,25,109
1500095418,0,8458
1500096316,8502,0
1500097336,27,92
1500098180,10,0
1500099028,30,61
1500100942,44,87
1500102860,50,60
1500103780,22,81
1500104542,21,25
1500105376,25,1
1500106224,22,52
1500107299,25,0
1500108143,25,101
1500109563,0,8243
1500110425,8182,0
1500110896,7,1
1500111920,25,120
1500113139,36,74
1500114032,24,0
1500115226,31,136
1500116179,26,0
1500117028,31,70
1500118103,40,0
1500118936,18,143
1500119780,32,0
1500120630,20,69
1500120856,10,1
1500121742,26,0
1500123375,51,161
1500124227,25,108
1500125422,35,145
1500126315,19,54
1500127265,33,58
1500128123,23,0
1500129742,48,92
1500130575,41,1
1500131431,28,41
1500132496,28,1
1500133345,33,68
1500135028,41,43
1500135916,23,2
1500136824,25,70
1500137781,30,0
1500138630,38,33
1500139696,50,0
1500141544,0,7588
1500142539,7542,0
1500143301,24,0
1500144318,22,94
1500145829,37,37
1500147024,35,40
1500147920,28,27
1500148579,20,0
1500149427,23,49
1500150623,39,63
1500152116,41,17
1500153029,68,39
1500153997,25,0
1500155115,24,68
1500156626,38,33
1500157709,33,1
1500158717,25,95
1500159522,24,162
1500160341,16,15
1500161295,31,0
1500162322,27,122
1500163410,33,59
1500164427,28,0
1500165736,53,118
1500167428,39,77
1500168605,0,7159
1500169912,7132,0
1500171024,33,41
1500172101,28,0
1500173776,47,75
1500174625,23,34
1500175828,35,47
1500177316,40,22
1500178228,31,43
1500179202,15,0
1500180029,13,62
1500181396,44,27
1500182309,25,0
1500182896,9,0
1500183736,14,69
1500185424,33,48
1500186624,26,56
1500187504,27,21
1500189002,41,36
1500189884,14,0
1500190824,17,65
1500192619,56,28
1500193571,27,0
1500194430,24,98
1500195322,27,0
1500195388,1,0
1500196466,36,51
1500197425,27,47
1500198324,49,23
1500199483,42,43
1500200429,31,1
1500201327,26,52
1500201745,8,19
1500203425,41,38
1500204501,33,0
1500205506,0,7029
1500206541,6987,0
1500207258,22,0
1500208225,20,51
1500209123,18,17
1500210632,36,44
1500211822,40,47
1500212722,29,11
1500213670,19,45
1500214521,22,0
1500215586,30,60
1500217615,53,67
1500218421,0,6934
1500219267,6926,0
1500222499,77,104
1500225322,69,112
1500226096,19,0
1500227716,45,71
1500228632,28,32
1500229705,42,0
1500230544,22,74
1500231376,22,0
1500232232,27,31
1500233115,24,2
1500234137,31,82
1500236057,62,38
1500237631,46,77
1500238523,20,0
1500239423,22,33
1500240496,29,0
1500241522,32,80
1500243022,0,6807
1500243917,6833,0
1500244817,25,78
1500246623,67,37
1500247681,23,0
1500248724,24,87
1500250223,48,50
1500251295,38,0
1500252317,40,71
1500253828,55,52
1500255026,260,66
1500255924,102,21
1500257192,51,34
1500258027,39,1
1500259817,77,75
1500261027,43,34
1500262936,74,86
1500264468,70,45
1500265829,57,72
1500266721,35,21
1500268034,56,31
1500269115,46,1
1500270033,35,63
1500271632,51,34
1500272820,29,1
1500273742,24,67
1500275341,39,36
1500276497,37,1
1500277816,47,61
1500280108,70,36
1500281705,54,75
1500282568,28,42
1500283516,34,1
1500284427,43,69
1500285385,50,0
1500286229,27,36
1500287577,38,58
1500288983,59,19
1500289832,36,45
1500291028,30,50
1500291926,37,18
1500293423,58,44
1500294504,28,0
1500295522,34,61
1500297565,83,49
1500298526,39,67
1500299509,25,21
1500300469,27,49
1500301394,27,3
1500302547,50,83
1500304227,52,43
1500305053,23,1
1500306915,69,68
1500307829,35,43
1500308724,27,0
1500309741,27,99
1500311090,39,46
1500312021,26,0
1500313223,55,79
1500315031,93,39
1500316096,30,2
1500317125,29,67
1500318630,46,36
1500319822,46,45
